name	coverage_before_LINE	coverage_after_LINE	gene	strand_exon	strand_LINE
ENST00000330852.10	71.98415	84.76346666666666	RAB28	-	+
ENST00000338176.8	70.7202	66.241125	RAB28	-	+
ENST00000630951.1	76.06966666666666	74.56875	RAB28	-	+
ENST00000715490.1	0.0	0.0	LINC01182	+	-
ENST00000715511.1	0.0	0.180842	LINC01182	+	-
ENST00000654462.1	0.0	0.0	ENSG00000287360	+	-
ENST00000502344.5	0.545975	0.35617575	C1QTNF7-AS1	-	+
ENST00000513384.1	0.0	12.86280675	C1QTNF7-AS1	-	+
ENST00000511431.1	10.96314	0.952282	ENSG00000248515	+	-
ENST00000360916.9	46.404785714285715	33.0121	PACRGL	+	-
ENST00000295290.12	42.381575	34.1694	PACRGL	+	-
ENST00000444671.6	51.003425	34.0299	PACRGL	+	-
ENST00000502374.5	42.909483333333334	55.7255	PACRGL	+	-
ENST00000503585.6	45.302324999999996	14.1246	PACRGL	+	-
ENST00000502938.5	45.50873333333333	61.1506	PACRGL	+	-
ENST00000507634.5	48.119885714285715	55.97295	PACRGL	+	-
ENST00000513459.5	50.603139999999996	34.0878	PACRGL	+	-
ENST00000389609.8	0.0	70.79241583333334	CCDC149	-	+
ENST00000467011.6	29.62363333333333	50.46506	STIM2	+	-
ENST00000465503.6	29.808933333333332	49.455149999999996	STIM2	+	-
ENST00000467087.7	29.808933333333332	51.221355555555554	STIM2	+	-
ENST00000698882.1	29.808933333333332	51.221355555555554	STIM2	+	-
ENST00000661239.1	0.0	0.125	ENSG00000247810	+	-
ENST00000653492.1	0.0	0.25	ENSG00000247810	+	-
ENST00000662885.1	0.0	0.145098	ENSG00000247810	+	-
ENST00000662283.1	0.0	0.16666666666666666	ENSG00000247810	+	-
ENST00000660466.1	0.0	0.145098	ENSG00000247810	+	-
ENST00000652451.1	0.0	0.145098	ENSG00000247810	+	-
ENST00000309447.6	0.0	0.138754	NWD2	+	-
ENST00000655512.1	0.0	0.0	ENSG00000286891	+	-
ENST00000360029.4	0.0280449	0.489993	KCTD8	-	+
ENST00000510861.5	0.0	0.6893838888888889	GABRA2	-	+
ENST00000358350.9	1.9311155	24.941516967741936	FRYL	-	+
ENST00000507711.5	1.9595265	3.9359850555555553	FRYL	-	+
ENST00000226432.9	0.0	0.15875875	CWH43	+	-
ENST00000513409.1	0.0	0.15875875	CWH43	+	-
ENST00000650700.1	84.41745666666667	65.644582125	LINC01618	+	-
ENST00000652441.1	19.5697	130.16996425	LINC01618	+	-
ENST00000401642.8	47.5314	45.8652	SCFD2	-	+
ENST00000388940.8	47.5314	55.935433333333336	SCFD2	-	+
ENST00000451613.5	21.943360000000002	34.33672857142857	AASDH	-	+
ENST00000602986.5	24.193550000000002	41.18374	AASDH	-	+
ENST00000513376.5	23.84975	41.21428	AASDH	-	+
ENST00000205214.11	22.183600000000002	41.21428	AASDH	-	+
ENST00000502617.1	22.04914	29.07293333333333	AASDH	-	+
ENST00000504135.5	0.0	2.459442	ADGRL3-AS1	-	+
ENST00000506704.5	0.0	2.036935	ADGRL3-AS1	-	+
ENST00000509461.5	0.0	0.76875	ADGRL3-AS1	-	+
ENST00000662838.1	0.0	0.259196	ENSG00000287383	-	+
ENST00000322244.10	47.13902142857143	102.40154210526316	UBA6	-	+
ENST00000500538.7	13.780533333333334	0.0	UBA6-DT	+	-
ENST00000667140.1	9.675988333333333	0.2	UBA6-DT	+	-
ENST00000663060.1	15.376475000000001	0.26282066666666665	UBA6-DT	+	-
ENST00000317746.3	0.0	0.0	UGT2B17	-	+
ENST00000251566.9	0.0	0.0	UGT2A3	-	+
ENST00000604629.6	0.0	0.0	UGT2A2	-	+
ENST00000503640.5	0.0	0.0	UGT2A1	-	+
ENST00000286604.9	0.0	0.0	UGT2A1	-	+
ENST00000512704.5	0.0	0.0	UGT2A1	-	+
ENST00000514019.1	0.0	0.0	UGT2A1	-	+
ENST00000604021.1	0.0	0.0	UGT2A2	-	+
ENST00000344413.6	2.56	17.488895	NPFFR2	+	-
ENST00000308744.12	3.80198	10.67843	NPFFR2	+	-
ENST00000395999.5	0.79325	12.103996666666667	NPFFR2	+	-
ENST00000358749.3	2.92683	12.103996666666667	NPFFR2	+	-
ENST00000395759.6	10.692373333333334	9.0458	MTHFD2L	+	-
ENST00000325278.7	10.840956666666667	9.0272	MTHFD2L	+	-
ENST00000510744.1	0.0	0.0	ENSG00000248646	-	+
ENST00000515604.5	27.52295	190.103	FAM47E-STBD1	+	-
ENST00000513871.1	0.0	0.0	ENSG00000249036	-	+
ENST00000682513.1	28.61299142857143	26.9732	FRAS1	+	-
ENST00000512123.4	28.61299142857143	106.56977272727272	FRAS1	+	-
ENST00000671503.1	2.79612	0.831712	LINC01088	+	-
ENST00000509088.6	2.8321733333333334	7.447286666666666	LINC01088	+	-
ENST00000651041.1	4.10636	0.6963413333333334	LINC01088	+	-
ENST00000403729.7	367.0658125	192.475	ANTXR2	-	+
ENST00000680913.1	369.344875	279.3073845	ANTXR2	-	+
ENST00000681710.1	368.6214375	557.634	ANTXR2	-	+
ENST00000681115.1	369.5566875	603.7135000000001	ANTXR2	-	+
ENST00000404191.5	356.4623125	608.457	ANTXR2	-	+
ENST00000545647.5	0.7340266666666667	0.38743336363636366	PRKG2	-	+
ENST00000264399.6	0.466621375	0.38746427272727274	PRKG2	-	+
ENST00000395578.3	0.466621375	0.3963333636363636	PRKG2	-	+
ENST00000628926.1	0.466621375	0.5332291818181818	PRKG2	-	+
ENST00000508406.1	0.0	0.0995075	LINC02994	-	+
ENST00000668493.1	0.0	0.0	LINC02994	-	+
ENST00000503995.5	51.64783333333333	53.90606666666667	ARHGAP24	+	-
ENST00000641010.1	7.04802	6.6763259999999995	MAPK10	-	+
ENST00000641324.1	6.6060325	6.676271545454545	MAPK10	-	+
ENST00000641102.1	7.04802	10.831333636363636	MAPK10	-	+
ENST00000638225.1	6.6060325	6.085347	MAPK10	-	+
ENST00000641462.2	7.04802	6.085558	MAPK10	-	+
ENST00000641208.1	6.6060325	6.101804	MAPK10	-	+
ENST00000641903.1	6.6060325	6.703441727272727	MAPK10	-	+
ENST00000641803.1	6.6060325	6.090127	MAPK10	-	+
ENST00000641983.1	7.11310875	6.177928	MAPK10	-	+
ENST00000641066.1	7.04802	6.178831	MAPK10	-	+
ENST00000449047.8	9.203800000000001	6.28442	MAPK10	-	+
ENST00000641051.1	7.630846	6.28442	MAPK10	-	+
ENST00000641952.1	7.64484	6.2851859999999995	MAPK10	-	+
ENST00000641341.1	5.638416	6.453175	MAPK10	-	+
ENST00000638313.1	7.04802	6.453175	MAPK10	-	+
ENST00000641052.1	6.6060325	6.335901	MAPK10	-	+
ENST00000395169.9	7.04802	6.49591	MAPK10	-	+
ENST00000641718.1	8.43843	6.4971429999999994	MAPK10	-	+
ENST00000641902.1	6.582416	6.484974	MAPK10	-	+
ENST00000641553.1	7.04802	6.502018	MAPK10	-	+
ENST00000641287.1	5.284826	6.498921999999999	MAPK10	-	+
ENST00000641943.1	5.284826	6.503006	MAPK10	-	+
ENST00000641767.1	6.6060325	6.513167999999999	MAPK10	-	+
ENST00000641657.1	7.1812425	6.512108	MAPK10	-	+
ENST00000639242.1	6.6060325	6.773532	MAPK10	-	+
ENST00000642015.1	6.21471	6.774556	MAPK10	-	+
ENST00000641050.1	8.336336	6.77931	MAPK10	-	+
ENST00000641493.1	7.04802	6.6626259999999995	MAPK10	-	+
ENST00000641217.1	5.854826666666667	6.786896	MAPK10	-	+
ENST00000642032.1	5.284826	6.788702	MAPK10	-	+
ENST00000641647.1	5.638416	6.792336	MAPK10	-	+
ENST00000642103.1	5.4467475	6.7966169999999995	MAPK10	-	+
ENST00000641283.1	6.6060325	6.849297	MAPK10	-	+
ENST00000641170.1	7.5541475	6.854927	MAPK10	-	+
ENST00000641297.1	5.767866	6.8832569999999995	MAPK10	-	+
ENST00000639972.2	7.654255	6.898757	MAPK10	-	+
ENST00000642006.1	5.854826666666667	6.9658869999999995	MAPK10	-	+
ENST00000641405.1	7.04802	6.8872539999999995	MAPK10	-	+
ENST00000641724.1	5.284826	7.007657	MAPK10	-	+
ENST00000641047.1	6.444143333333334	7.064557	MAPK10	-	+
ENST00000359221.8	6.6060325	7.107927	MAPK10	-	+
ENST00000395157.9	7.04802	7.107927	MAPK10	-	+
ENST00000395166.6	6.6475420000000005	7.110937	MAPK10	-	+
ENST00000641607.1	6.444143333333334	7.117517	MAPK10	-	+
ENST00000641537.1	6.21471	7.116627	MAPK10	-	+
ENST00000641823.1	5.638416	7.118627	MAPK10	-	+
ENST00000641430.1	5.54655	7.118827	MAPK10	-	+
ENST00000640970.1	7.04802	7.118827	MAPK10	-	+
ENST00000641459.1	6.135866666666667	7.119737	MAPK10	-	+
ENST00000641762.1	5.638416	7.000034	MAPK10	-	+
ENST00000641207.1	5.638416	7.119737	MAPK10	-	+
ENST00000641120.1	7.8279250000000005	7.133895	MAPK10	-	+
ENST00000642038.1	7.04802	7.121037	MAPK10	-	+
ENST00000640490.1	5.284826	7.121037	MAPK10	-	+
ENST00000641166.1	6.6060325	7.1370249999999995	MAPK10	-	+
ENST00000641237.1	5.645992000000001	7.122147	MAPK10	-	+
ENST00000640858.1	7.0895295	7.122147	MAPK10	-	+
ENST00000641555.1	5.284826	7.122147	MAPK10	-	+
ENST00000641020.1	4.89224	7.122147	MAPK10	-	+
ENST00000361569.8	8.3071675	7.002444	MAPK10	-	+
ENST00000395160.9	8.1291725	7.137214999999999	MAPK10	-	+
ENST00000641313.1	7.141756666666667	7.122147	MAPK10	-	+
ENST00000641737.1	7.7021880000000005	7.123077	MAPK10	-	+
ENST00000641989.1	6.9580725	7.1243669999999995	MAPK10	-	+
ENST00000512689.6	6.6060325	7.129977	MAPK10	-	+
ENST00000641391.1	7.334585000000001	7.132097	MAPK10	-	+
ENST00000641862.1	5.9171875	7.134507	MAPK10	-	+
ENST00000641110.1	5.284826	7.136667	MAPK10	-	+
ENST00000641677.1	6.135866666666667	7.135647	MAPK10	-	+
ENST00000642023.1	7.8279250000000005	7.713884444444444	MAPK10	-	+
ENST00000641831.1	6.293325	7.175215	MAPK10	-	+
ENST00000641384.1	8.69114	7.755017777777778	MAPK10	-	+
ENST00000641157.1	7.098416	7.175137	MAPK10	-	+
ENST00000642009.1	6.79416	7.177617	MAPK10	-	+
ENST00000641274.1	6.263665	7.248957	MAPK10	-	+
ENST00000513186.7	8.568200000000001	7.690315	MAPK10	-	+
ENST00000639234.1	4.69868	7.267847	MAPK10	-	+
ENST00000639175.1	5.284826	7.270767	MAPK10	-	+
ENST00000641911.1	5.54655	7.3250969999999995	MAPK10	-	+
ENST00000515400.3	7.882295	7.365227	MAPK10	-	+
ENST00000515650.2	4.69868	7.443357	MAPK10	-	+
ENST00000641954.1	7.04802	5.8756207	MAPK10	-	+
ENST00000641485.1	7.04802	5.497538444444444	MAPK10	-	+
ENST00000641864.1	6.6060325	5.498508666666666	MAPK10	-	+
ENST00000642013.1	8.895126666666666	5.724126249999999	MAPK10	-	+
ENST00000511167.6	9.39736	3.5180219999999998	MAPK10	-	+
ENST00000427191.6	10.146336666666667	25.542358823529412	PTPN13	+	-
ENST00000411767.7	10.146336666666667	24.883042	PTPN13	+	-
ENST00000436978.5	10.146336666666667	24.801862	PTPN13	+	-
ENST00000316707.10	9.815104166666666	26.203553125	PTPN13	+	-
ENST00000511467.1	10.616477272727273	24.83137914285714	PTPN13	+	-
ENST00000506480.5	0.0	0.0	ENSG00000249001	-	+
ENST00000503993.1	0.68617	0.162338	ENSG00000249001	-	+
ENST00000264344.10	29.700266666666668	258.46048333333334	FAM13A	-	+
ENST00000511976.5	31.04804	305.4485384615385	FAM13A	-	+
ENST00000515059.6	5.905933	6.405853333333333	BMPR1B	+	-
ENST00000672698.1	5.45382	6.2823633333333335	BMPR1B	+	-
ENST00000509540.6	6.4540275	7.6542875	BMPR1B	+	-
ENST00000440890.7	6.08550375	6.405853333333333	BMPR1B	+	-
ENST00000651895.1	0.0	0.39656025	STPG2-AS1	+	-
ENST00000669093.1	0.0	0.41650775	STPG2-AS1	+	-
ENST00000508933.1	0.0	0.4960718	STPG2-AS1	+	-
ENST00000295268.4	0.679191	0.0	STPG2	-	+
ENST00000691990.1	15.2744	29.276066666666665	ENSG00000246090	+	-
ENST00000500358.6	13.671425	27.940216666666668	ENSG00000246090	+	-
ENST00000506454.1	9.5139	1.56401075	ENSG00000246090	+	-
ENST00000515026.1	0.2794164	0.0	H2AZ1-DT	+	-
ENST00000394789.7	3.922082857142857	23.125178	SLC9B1	-	+
ENST00000380026.8	1.979736	17.60516552631579	CENPE	-	+
ENST00000265148.9	2.0744307777777777	17.09280275	CENPE	-	+
ENST00000668077.1	3.7512758	2.3922499999999998	LINC02428	+	-
ENST00000513793.5	6.53285	2.9414466666666663	LINC02428	+	-
ENST00000304883.3	3.28289	1.7655525	TACR3	-	+
ENST00000514327.5	0.0	0.0	ENSG00000251170	+	-
ENST00000505680.1	0.0	0.0	ENSG00000251170	+	-
ENST00000655215.1	0.0	0.0	CXXC4-AS1	+	-
ENST00000341695.10	172.72774285714286	212.10384	PPA2	-	+
ENST00000348706.9	166.38906666666668	214.8383	PPA2	-	+
ENST00000354147.7	105.411	232.8012	PPA2	-	+
ENST00000432483.6	164.39366666666666	232.8012	PPA2	-	+
ENST00000394730.7	27.95178	31.025614285714287	GSTCD	+	-
ENST00000515279.6	28.92408	31.025614285714287	GSTCD	+	-
ENST00000360505.9	25.72578	32.44212857142857	GSTCD	+	-
ENST00000394728.4	25.72578	32.265057142857145	GSTCD	+	-
ENST00000394708.7	80.83338	15.3339	TBCK	-	+
ENST00000273980.10	80.086816	15.3339	TBCK	-	+
ENST00000361687.8	84.60711739130434	102.399	TBCK	-	+
ENST00000394706.7	80.665932	104.169	TBCK	-	+
ENST00000650850.1	0.0	0.0368912	ENSG00000286147	+	-
ENST00000656249.1	0.0	5.5764367777777775	CYP2U1-AS1	-	+
ENST00000394650.7	29.2552	147.4193	MCUB	+	-
ENST00000265171.10	1.038489	0.5231321363636364	EGF	+	-
ENST00000509793.5	1.039839	0.6052799523809524	EGF	+	-
ENST00000652245.1	1.046654	0.41698277777777776	EGF	+	-
ENST00000503392.1	1.2046489999999999	0.6022232857142857	EGF	+	-
ENST00000681880.1	0.134503	0.625264	ENSG00000248656	+	-
ENST00000679735.1	0.0	0.26933333333333337	LINC02945	-	+
ENST00000504176.6	5.25781	33.707435714285715	ALPK1	+	-
ENST00000650871.1	6.59804	32.569873333333334	ALPK1	+	-
ENST00000177648.13	6.66337	33.37001333333333	ALPK1	+	-
ENST00000458497.6	9.24638	32.3060175	ALPK1	+	-
ENST00000445203.6	15.378558	51.129216666666665	ZGRF1	-	+
ENST00000505019.6	14.633023125	51.179116666666665	ZGRF1	-	+
ENST00000509983.1	0.0	0.1184895	ENSG00000293005	-	+
ENST00000654940.1	0.0	0.0	ENSG00000287290	-	+
ENST00000658952.1	0.0	0.0	ENSG00000286637	+	-
ENST00000663126.1	0.0	0.0	ENSG00000286637	+	-
ENST00000296499.6	0.9595975	1.0347842	NDST3	+	-
ENST00000274030.11	42.99219333333333	90.6332	USP53	+	-
ENST00000450251.6	42.99219333333333	80.0848	USP53	+	-
ENST00000692078.1	39.89898588235294	80.0848	USP53	+	-
ENST00000686551.2	2.5180566666666664	0.321212	MAD2L1-DT	+	-
ENST00000693125.1	2.681503333333333	0.172619	MAD2L1-DT	+	-
ENST00000701263.1	2.72799	0.2962986	MAD2L1-DT	+	-
ENST00000508362.1	3.847825	0.37037325	MAD2L1-DT	+	-
ENST00000264808.8	15.273474285714286	15.845950000000002	PRDM5	-	+
ENST00000428209.6	15.659001538461538	12.71465	PRDM5	-	+
ENST00000515109.5	15.723116666666666	12.71465	PRDM5	-	+
ENST00000296513.7	0.0	0.0	ADAD1	+	-
ENST00000388724.6	0.0	0.0	ADAD1	+	-
ENST00000388725.2	0.0	0.0	ADAD1	+	-
ENST00000675612.1	5.095167272727273	7.491793333333333	AFG2A	+	-
ENST00000274008.5	5.612097	7.886196666666667	AFG2A	+	-
ENST00000661809.1	0.43	1.144696	ENSG00000286251	-	+
ENST00000669239.1	0.0	0.0	ENSG00000287101	-	+
ENST00000662020.1	0.0	0.0618115	ENSG00000287021	-	+
ENST00000505133.5	10.440286666666665	10.862115	LINC02615	+	-
ENST00000511497.5	0.0	41.4771375	LINC02615	+	-
ENST00000653915.1	0.0	0.0	LINC02466	-	+
ENST00000663986.1	0.0	0.0	LINC02465	+	-
ENST00000669757.1	0.0	0.0	LINC02465	+	-
ENST00000513875.5	0.0	0.0	LINC02465	+	-
ENST00000652848.1	3.02396	0.0	LINC02377	+	-
ENST00000654488.1	2.0478695	0.12088566666666667	LINC02377	+	-
ENST00000667267.1	0.0	0.0	LINC01256	+	-
ENST00000509628.1	0.0	0.110849	ENSG00000251488	-	+
ENST00000666281.1	0.0	0.0	LINC02462	+	-
ENST00000670860.1	0.0	0.0	LINC02462	+	-
ENST00000666371.1	0.0	0.0	LINC02462	+	-
ENST00000513332.5	0.0	0.0	ENSG00000251567	-	+
ENST00000515673.7	0.8597302	2.349275	RNF150	-	+
ENST00000306799.7	0.858014	2.118655	RNF150	-	+
ENST00000420921.6	0.8317105	2.118655	RNF150	-	+
ENST00000506101.2	0.6748478333333333	2.1182499999999997	RNF150	-	+
ENST00000507500.5	0.8222141	2.49835	RNF150	-	+
ENST00000320650.9	1.78117	6.731335	IL15	+	-
ENST00000296545.11	1.274626	6.731335	IL15	+	-
ENST00000514653.5	1.620901	6.67714	IL15	+	-
ENST00000529613.5	1.752707	7.305328333333334	IL15	+	-
ENST00000508116.5	8.416131708333333	9.07018	INPP4B	-	+
ENST00000511838.6	9.382654444444444	0.545455	INPP4B	-	+
ENST00000507826.1	0.853521	0.0	USP38-DT	-	+
ENST00000641741.2	0.033447727272727275	0.0	GUSBP5	+	-
ENST00000651102.1	0.04088055555555556	0.12649566666666667	GUSBP5	+	-
ENST00000641428.1	0.0	0.0251933	GUSBP5	+	-
ENST00000648340.1	0.5	1.4887475000000001	ENSG00000285783	-	+
ENST00000649704.1	0.0	31.24631666666667	MMAA	+	-
ENST00000679563.1	0.0	27.421866666666666	MMAA	+	-
ENST00000649173.1	0.0	30.622233333333334	MMAA	+	-
ENST00000432059.6	61.4796	59.65195714285714	SLC10A7	-	+
ENST00000335472.12	56.91692	59.6708	SLC10A7	-	+
ENST00000693222.1	47.43076666666666	60.0364	SLC10A7	-	+
ENST00000507030.5	58.05878	56.4127125	SLC10A7	-	+
ENST00000507849.1	0.0	0.0	ENSG00000249752	-	+
ENST00000636793.2	0.0	0.0	IQCM	-	+
ENST00000636414.1	0.0	0.0	IQCM	-	+
ENST00000503716.5	73.23724705882353	103.941	LRBA	-	+
ENST00000697127.1	73.63471764705882	104.181	LRBA	-	+
ENST00000648626.1	79.31611272727272	104.299	LRBA	-	+
ENST00000541722.5	15.3424825	8.28072	GLRB	+	-
ENST00000264428.9	17.20769222222222	8.28072	GLRB	+	-
ENST00000512619.5	6.766195	18.4779	GLRB	+	-
ENST00000509282.1	16.739384444444443	19.1995	GLRB	+	-
ENST00000652341.2	1.10307	1.92468	ENSG00000286133	-	+
ENST00000658855.1	0.0	0.0	ENSG00000286862	+	-
ENST00000660468.1	0.5296753333333333	0.8715649999999999	ENSG00000287226	-	+
ENST00000423548.5	0.0	0.4557379411764706	RXFP1	+	-
ENST00000448688.6	0.0	0.4938724705882353	RXFP1	+	-
ENST00000613319.4	0.0	0.4986778125	RXFP1	+	-
ENST00000307765.10	0.0	0.49378129411764704	RXFP1	+	-
ENST00000343542.9	0.0	0.5711949333333333	RXFP1	+	-
ENST00000470033.2	0.0	0.51612025	RXFP1	+	-
ENST00000434826.3	0.919192	0.0	SPMIP2	-	+
ENST00000226725.11	35.516596	61.32745	KLHL2	+	-
ENST00000514860.5	33.64196	62.74062	KLHL2	+	-
ENST00000538127.5	30.401975	61.29259	KLHL2	+	-
ENST00000421009.6	42.95753333333333	61.54157	KLHL2	+	-
ENST00000506761.1	26.33535	61.9252	KLHL2	+	-
ENST00000061240.7	10.0095	28.52081	TLL1	+	-
ENST00000507499.5	10.5543	27.745638095238096	TLL1	+	-
ENST00000513213.5	15.6657	26.624740111111112	TLL1	+	-
ENST00000514134.1	0.8559333333333333	0.0	ENSG00000249675	-	+
ENST00000541354.5	0.122340375	0.0	SPOCK3	-	+
ENST00000357545.9	0.2505092222222222	0.0	SPOCK3	-	+
ENST00000357154.7	0.2254583	0.0	SPOCK3	-	+
ENST00000421836.6	0.2254583	0.0	SPOCK3	-	+
ENST00000504953.5	0.2505092222222222	0.0	SPOCK3	-	+
ENST00000511531.5	0.2254583	0.0	SPOCK3	-	+
ENST00000506886.5	0.2254583	0.0	SPOCK3	-	+
ENST00000535728.5	0.28182287500000003	0.0	SPOCK3	-	+
ENST00000510741.5	0.28182287500000003	0.0	SPOCK3	-	+
ENST00000502330.5	0.2254583	0.0	SPOCK3	-	+
ENST00000512681.5	0.0	0.0	SPOCK3	-	+
ENST00000511269.5	0.28182287500000003	0.0	SPOCK3	-	+
ENST00000682922.1	59.17386	131.8490642857143	DDX60L	-	+
ENST00000511577.5	58.60462	131.8005642857143	DDX60L	-	+
ENST00000505890.5	59.334419999999994	89.2591925	DDX60L	-	+
ENST00000507142.6	27.15826296296296	38.799955555555556	NEK1	-	+
ENST00000687643.1	27.063184615384614	38.89017777777778	NEK1	-	+
ENST00000685111.1	27.67276	38.89017777777778	NEK1	-	+
ENST00000686697.1	25.474973913043478	40.571675	NEK1	-	+
ENST00000688934.1	25.7648	38.89017777777778	NEK1	-	+
ENST00000439128.6	27.706312	39.95977777777778	NEK1	-	+
ENST00000511633.5	27.52965	39.980488888888885	NEK1	-	+
ENST00000510533.5	28.223033333333333	40.30988888888889	NEK1	-	+
ENST00000512193.5	27.096208333333333	39.03812222222222	NEK1	-	+
ENST00000667527.2	3.296	4.666475	LINC01612	+	-
ENST00000665566.2	3.35246	3.7777533333333335	LINC01612	+	-
ENST00000654867.1	3.91371	4.6511233333333335	LINC01612	+	-
ENST00000647106.1	517.289	0.0	HAND2-AS1	+	-
ENST00000656853.1	0.51584075	4.70695	LINC02269	+	-
ENST00000274093.8	0.0	0.031696	GLRA3	-	+
ENST00000340217.5	0.0	0.0	GLRA3	-	+
ENST00000618562.2	36.1507425	51.89273333333333	VEGFC	-	+
ENST00000666825.1	0.0	0.0	LINC01098	+	-
ENST00000507870.1	0.0	0.0	LINC01098	+	-
ENST00000509012.5	17.37853	0.0	TENM3-AS1	-	+
ENST00000296741.7	0.179054	0.0	ENPP6	-	+
ENST00000503432.5	0.0	28.77103076923077	FAM149A	+	-
ENST00000389354.7	1.38191	28.367954307692308	FAM149A	+	-
ENST00000706927.1	1.38191	28.133585076923076	FAM149A	+	-
ENST00000505103.5	0.0	0.0	F11-AS1	-	+
ENST00000656246.1	0.0	0.0	LINC01060	+	-
ENST00000664234.1	0.0	0.0	LINC01060	+	-
ENST00000512370.5	0.0	32.23229	ENSG00000248138	+	-
ENST00000511818.1	0.0	2.3722933333333334	ENSG00000248138	+	-
ENST00000659675.1	0.0	0.0	ENSG00000250243	+	-
ENST00000655959.1	0.0	0.0	LINC02501	+	-
ENST00000504344.1	0.0	0.0	ENSG00000251438	-	+
ENST00000512517.1	0.0	0.0	LINC01258	-	+
ENST00000508254.6	0.0	20.0557	TLR6	-	+
ENST00000381950.2	0.0	9.8604	TLR6	-	+
ENST00000703451.1	148.79303333333334	248.06974285714284	FIP1L1	+	-
ENST00000703452.1	161.48895	220.3949	FIP1L1	+	-
ENST00000703453.1	151.91152222222223	222.32176666666666	FIP1L1	+	-
ENST00000703454.1	141.66037	222.32176666666666	FIP1L1	+	-
ENST00000703455.1	152.08065555555555	229.5330375	FIP1L1	+	-
ENST00000703456.1	142.10608	208.5628375	FIP1L1	+	-
ENST00000703457.1	162.893825	237.79615	FIP1L1	+	-
ENST00000703458.1	163.180375	227.2067	FIP1L1	+	-
ENST00000703459.1	150.76611111111112	253.9371625	FIP1L1	+	-
ENST00000703460.1	164.0705	222.54996666666668	FIP1L1	+	-
ENST00000504094.2	163.436875	228.823725	FIP1L1	+	-
ENST00000703461.1	150.76611111111112	208.5628375	FIP1L1	+	-
ENST00000703466.1	150.76611111111112	229.5330375	FIP1L1	+	-
ENST00000703467.1	164.0705	246.76045714285715	FIP1L1	+	-
ENST00000703468.1	163.436875	246.76045714285715	FIP1L1	+	-
ENST00000703469.1	150.76611111111112	219.37983333333332	FIP1L1	+	-
ENST00000703470.1	163.436875	219.37983333333332	FIP1L1	+	-
ENST00000703471.1	164.0705	227.21281249999998	FIP1L1	+	-
ENST00000703472.1	151.32933333333332	237.79615	FIP1L1	+	-
ENST00000703473.1	164.0705	237.79615	FIP1L1	+	-
ENST00000703474.1	150.76611111111112	211.37435555555555	FIP1L1	+	-
ENST00000703475.1	150.76611111111112	237.79615	FIP1L1	+	-
ENST00000703476.1	143.48085	229.5330375	FIP1L1	+	-
ENST00000337488.11	143.55505	241.0641625	FIP1L1	+	-
ENST00000703478.1	154.01672222222223	214.66024285714286	FIP1L1	+	-
ENST00000703479.1	154.01672222222223	226.75548571428573	FIP1L1	+	-
ENST00000703480.1	154.01672222222223	208.5628375	FIP1L1	+	-
ENST00000703481.1	154.01672222222223	222.61344444444444	FIP1L1	+	-
ENST00000703482.1	144.06195	229.5330375	FIP1L1	+	-
ENST00000703483.1	154.57994444444444	222.32176666666666	FIP1L1	+	-
ENST00000703484.1	144.06195	222.32176666666666	FIP1L1	+	-
ENST00000703485.1	154.01672222222223	220.6245	FIP1L1	+	-
ENST00000703486.1	154.01672222222223	219.37983333333332	FIP1L1	+	-
ENST00000703489.1	143.55505	237.79615	FIP1L1	+	-
ENST00000703490.1	143.55505	248.06974285714284	FIP1L1	+	-
ENST00000703491.1	154.01672222222223	248.06974285714284	FIP1L1	+	-
ENST00000703492.1	154.01672222222223	237.79615	FIP1L1	+	-
ENST00000358575.9	151.336	229.9115888888889	FIP1L1	+	-
ENST00000507922.5	152.47066666666666	180.32566666666668	FIP1L1	+	-
ENST00000306932.10	166.49875	262.89914285714286	FIP1L1	+	-
ENST00000703497.1	157.46472222222224	237.79615	FIP1L1	+	-
ENST00000703500.1	159.6280625	222.32176666666666	FIP1L1	+	-
ENST00000508112.1	0.0	0.3271256666666667	ENSG00000249341	+	-
ENST00000511469.5	6.871544999999999	10.650775714285714	NMU	-	+
ENST00000264218.7	6.830253333333333	10.657414285714285	NMU	-	+
ENST00000505262.5	7.093876666666667	10.479984	NMU	-	+
ENST00000507338.1	7.040613333333333	10.798729999999999	NMU	-	+
ENST00000658248.1	0.0	0.0	ENSG00000250775	-	+
ENST00000413702.5	0.0	0.0	MUC7	+	-
ENST00000504730.5	61.618	76.9494	DCK	+	-
ENST00000504952.1	61.618	65.45718666666667	DCK	+	-
ENST00000286648.10	61.96925	78.08944	DCK	+	-
ENST00000502291.1	0.5540073333333334	0.459016	LINC02499	+	-
ENST00000508147.1	1.26712	0.180064	LINC02499	+	-
ENST00000515230.1	0.0	0.0	ENSG00000250735	+	-
ENST00000515670.1	1.2006800000000002	1.17687	ENSG00000250057	-	+
ENST00000511917.1	0.0	0.0	MAPK10-AS1	+	-
ENST00000424957.8	0.0	2.130913666666667	MEPE	+	-
ENST00000667612.1	17.7889	0.0	ENSG00000287552	+	-
ENST00000264568.8	6.08550375	7.920276666666667	BMPR1B	+	-
